0000188666,990009263940705
0001d4af3e,990009263572268
00030bacb4,990009263793484
0007b6a008,990008690593525
001bb3eae5,990009261601192
0022b2eb9c,990009260779056
002a47cb7d,990009263452768
0035a86b78,990009261544343
005048fcb5,990009261586708
005b1231e6,990009260782951
0062a7db8a,990009260622066
0069fdce9a,990009263497193
0072a2e0d5,990009263468442
007c00250f,990009261656501
008144534f,990009260758258
009063cb3c,990009261536786
0090760eb4,865370031315733
0091df74b7,990009263650668
00935f0f9a,990009261154655
0096907d72,990009260912442
009ba1f912,990009263606389
00a24c2976,990009263751243
00a24dc68b,865370031028245
00affcd0ea,990008690422154
00dda61e6b,990009263484308
00dfed1acc,990009261637840
00e1d58615,990009261155454
00f587e841,990009260662427
010829c959,990009263783022
010cc5772f,990009260920924
0112e1696d,990009260769255
011e0f834a,990009263612007
012bd5a325,865370031335467
013ca3862e,990009263595202
0144baba0b,990009263574983
0146e18db0,865370031354849
0155b29e32,990009263788500
0155e91a9a,990008690387035
015c7b003e,990009261101896
015fa2625d,990008690404632
0170c7f3a6,990009261527561
0176e24bc4,990008690463877
017dbe6047,990009260651339
01832ccade,990009261677408
01893aab34,990009263571633
018dc77627,865371030022759
01963fb353,990009261371770
019cbbb08b,990009261700960
019d66e565,990009263723341
01aaa399ee,990008690438655
01b5825bf8,865370031077150
01b6b72b65,990009261470135
01c764699b,990009263809181
01d6cd3c66,990009260877959
01d78d4b16,990009261561065
01df4e4541,990008690414268
01f004cf6e,990009263750898
01f4452f1a,990009260664993
01f9314e06,865370030970256
01f95cdf41,865370031371348
01fb1f4af3,990009263841325
02030f0627,990008690501429
0206c3a96f,990009263854468
02079d7288,990009263445556
020d7b53ad,990009263578364
021036c761,990009261585189
0210fa9b84,990009261561818
021658e2a0,990008690418608
0219e4fc71,990009263706320
0234b5cf79,990009260748630
0239d8c8e3,990008690452128
023b864e13,990009261011137
0248099a64,990008691806223
024db61e6f,990008690504886
026e181727,990009261680949
026ee3e640,990008690476713
0270ea58c1,990008690460287
02784886b4,990009261609732
0280530ac3,990008690585067
029165ca2b,990008690447607
0292a7e936,990008690539262
02a7677de0,990009261382611
02a77ef612,990009261697299
02b6b031f9,990009263816657
02c355bee8,865370030990957
02cd447773,990009263716188
02cff8d006,990009260829398
02d4730b8d,990009261473261
02d9a9d9c5,990008690392381
02da8a04e8,990009260783264
02dbd7123d,990009263491956
02e6a7d70c,990009260769487
02fe2e6441,990009261594934
030d671825,990009261085396
030dfb4ca1,990008690588939
0310328e3f,990009261463023
0310f27996,990009260754869
031ce19c68,990008690527465
031decd343,990009263615323
0330b16e14,865371030021249
033df73828,990009263441837
0346a3b3b8,990008690402727
034ec6c133,990009263593744
0352405887,990009263900279
0353326c42,990008690392464
035e158848,990008690381970
0361208eaf,990009261659539
0368bdb0fa,990009263539317
037477ef7d,990009260920429
037fcd10d2,865370031001077
0385279689,990009260843936
0386b1d7ae,990008690395673
0389d0cce1,990009261669587
038a44932d,990009260639185
038a8e53f9,990009264021661
039cefec6e,990009260993491
03a34fbce8,990009261557758
03b7125a13,990009260662740
03bce2d7be,990008691839240
03c4873d8b,865370031005755
03c534580f,990008690491944
03cac093d9,990009263856158
03cfa69af0,990009261563269
03db79b95b,990009260708915
